case:concept:name,concept:name,start:timestamp,time:timestamp,org:resource,AMOUNT_REQ
173691,W_Validate_application,2011-10-10 10:14:45.514000+00:00,2011-10-10 11:30:54.893000+00:00,10809,5000
173691,W_Validate_application,2011-10-10 11:30:54.893000+00:00,2011-10-10 14:14:13.394000+00:00,10809,5000
173691,O_ACCEPTED,2011-10-10 14:14:13.394000+00:00,2011-10-10 14:17:26.306000+00:00,10809,5000
173691,A_APPROVED,2011-10-10 14:17:26.306000+00:00,2011-10-10 14:17:26.307000+00:00,10809,5000
173691,A_REGISTERED,2011-10-10 14:17:26.307000+00:00,2011-10-10 14:17:26.307000+00:00,10809,5000
173691,A_ACTIVATED,2011-10-10 14:17:26.307000+00:00,2011-10-10 14:17:26.307000+00:00,10809,5000
173691,W_Validate_application,2011-10-10 14:17:26.307000+00:00,2011-10-10 14:17:34.633000+00:00,10809,5000
173691,END,2011-10-10 14:17:26.307000+00:00,2011-10-10 14:17:42.959000+00:00,SYSTEM,5000
173694,START,2011-10-01 08:10:30.287000+00:00,2011-10-01 08:10:30.286000+00:00,SYSTEM,7000
173694,A_SUBMITTED,2011-10-01 08:10:30.287000+00:00,2011-10-01 08:10:30.287000+00:00,112,7000
173694,A_PARTLYSUBMITTED,2011-10-01 08:10:30.287000+00:00,2011-10-01 08:10:30.591000+00:00,112,7000
173694,A_PREACCEPTED,2011-10-01 08:10:30.591000+00:00,2011-10-01 08:11:13.026000+00:00,112,7000
173694,W_Complete_application,2011-10-01 08:11:13.026000+00:00,2011-10-01 11:35:59.637000+00:00,10912,7000
173694,W_Complete_application,2011-10-01 11:35:59.637000+00:00,2011-10-03 11:21:22.417000+00:00,0,7000
173694,W_Complete_application,2011-10-03 11:21:22.417000+00:00,2011-10-03 13:32:43.313000+00:00,11201,7000
173694,A_ACCEPTED,2011-10-03 13:32:43.313000+00:00,2011-10-03 13:34:25.421000+00:00,11201,7000
173694,A_FINALIZED,2011-10-03 13:34:25.421000+00:00,2011-10-03 13:40:14.632000+00:00,11201,7000
173694,O_SELECTED,2011-10-03 13:40:14.632000+00:00,2011-10-03 13:40:14.632000+00:00,11201,7000
173694,O_CREATED,2011-10-03 13:40:14.632000+00:00,2011-10-03 13:40:15.605000+00:00,11201,7000
173694,O_SENT,2011-10-03 13:40:15.605000+00:00,2011-10-03 13:40:15.651000+00:00,11201,7000
173694,W_Complete_application,2011-10-03 13:40:15.651000+00:00,2011-10-03 13:40:17.062000+00:00,11201,7000
173694,O_SELECTED,2011-10-03 13:40:17.062000+00:00,2011-10-03 13:44:17.619000+00:00,11201,7000
173694,O_CANCELLED,2011-10-03 13:44:17.619000+00:00,2011-10-03 13:44:17.619000+00:00,11201,7000
173694,O_CREATED,2011-10-03 13:44:17.619000+00:00,2011-10-03 13:44:19.671000+00:00,11201,7000
173694,O_SENT,2011-10-03 13:44:19.671000+00:00,2011-10-03 13:44:19.719000+00:00,11201,7000
173694,W_Call_back_offers,2011-10-03 13:44:19.719000+00:00,2011-10-03 13:44:21.261000+00:00,11201,7000
173694,W_Call_back_offers,2011-10-03 13:44:21.261000+00:00,2011-10-10 16:47:18.803000+00:00,0,7000
173694,W_Call_back_offers,2011-10-10 16:47:18.803000+00:00,2011-10-10 19:34:36.027000+00:00,11119,7000
173694,W_Call_back_offers,2011-10-10 19:34:36.027000+00:00,2011-10-14 18:16:42.245000+00:00,10912,7000
173694,O_SELECTED,2011-10-14 18:16:42.245000+00:00,2011-10-17 19:43:53.587000+00:00,10861,7000
173694,O_CANCELLED,2011-10-17 19:43:53.587000+00:00,2011-10-17 19:43:53.587000+00:00,10861,7000
173694,O_CREATED,2011-10-17 19:43:53.587000+00:00,2011-10-17 19:43:55.219000+00:00,10861,7000
173694,O_SENT,2011-10-17 19:43:55.219000+00:00,2011-10-17 19:43:55.387000+00:00,10861,7000
173694,W_Call_back_offers,2011-10-17 19:43:55.387000+00:00,2011-10-17 19:43:57.774000+00:00,10861,7000
173694,W_Call_back_offers,2011-10-17 19:43:57.774000+00:00,2011-10-25 10:50:48.186000+00:00,0,7000
173694,W_Call_back_offers,2011-10-25 10:50:48.186000+00:00,2011-10-26 18:50:22.004000+00:00,11203,7000
173694,W_Call_back_offers,2011-10-26 18:50:22.004000+00:00,2011-10-29 12:41:29.569000+00:00,11181,7000
173694,W_Call_back_offers,2011-10-29 12:41:29.569000+00:00,2011-11-01 14:55:35.020000+00:00,11189,7000
173694,W_Call_back_offers,2011-11-01 14:55:35.020000+00:00,2011-11-01 17:21:02.356000+00:00,11119,7000
173694,O_SENT_BACK,2011-11-01 17:21:02.356000+00:00,2011-11-02 09:15:16.203000+00:00,11049,7000
173694,W_Call_back_offers,2011-11-02 09:15:16.203000+00:00,2011-11-02 09:15:18.683000+00:00,11049,7000
173694,O_ACCEPTED,2011-11-02 09:15:18.683000+00:00,2011-11-04 16:04:52.611000+00:00,10609,7000
173694,A_APPROVED,2011-11-04 16:04:52.611000+00:00,2011-11-04 16:04:52.612000+00:00,10609,7000
173694,A_REGISTERED,2011-11-04 16:04:52.612000+00:00,2011-11-04 16:04:52.612000+00:00,10609,7000
173694,A_ACTIVATED,2011-11-04 16:04:52.612000+00:00,2011-11-04 16:04:52.612000+00:00,10609,7000
173694,W_Validate_application,2011-11-04 16:04:52.612000+00:00,2011-11-04 16:05:01.532000+00:00,10609,7000
173694,END,2011-11-04 16:04:52.612000+00:00,2011-11-04 16:05:10.452000+00:00,SYSTEM,7000
173715,START,2011-10-01 09:59:10.501000+00:00,2011-10-01 09:59:10.500000+00:00,SYSTEM,45000
173715,A_SUBMITTED,2011-10-01 09:59:10.501000+00:00,2011-10-01 09:59:10.501000+00:00,112,45000
173715,A_PARTLYSUBMITTED,2011-10-01 09:59:10.501000+00:00,2011-10-01 09:59:10.789000+00:00,112,45000
173715,A_PREACCEPTED,2011-10-01 09:59:10.789000+00:00,2011-10-01 09:59:42.704000+00:00,112,45000
173715,W_Complete_application,2011-10-01 09:59:42.704000+00:00,2011-10-01 11:46:06.342000+00:00,0,45000
173715,A_ACCEPTED,2011-10-01 11:46:06.342000+00:00,2011-10-01 12:24:32.787000+00:00,10912,45000
173715,O_SELECTED,2011-10-01 12:24:32.787000+00:00,2011-10-01 12:30:20.556000+00:00,10912,45000
173715,A_FINALIZED,2011-10-01 12:30:20.556000+00:00,2011-10-01 12:30:20.556000+00:00,10912,45000
173715,O_CREATED,2011-10-01 12:30:20.556000+00:00,2011-10-01 12:30:21.780000+00:00,10912,45000
173715,O_SENT,2011-10-01 12:30:21.780000+00:00,2011-10-01 12:30:21.806000+00:00,10912,45000
173715,W_Complete_application,2011-10-01 12:30:21.806000+00:00,2011-10-01 12:30:24.155000+00:00,10912,45000
173715,W_Call_back_offers,2011-10-01 12:30:24.155000+00:00,2011-10-08 16:38:17.372000+00:00,10913,45000
173715,O_SENT_BACK,2011-10-08 16:38:17.372000+00:00,2011-10-10 12:54:03.401000+00:00,10899,45000
173715,W_Call_back_offers,2011-10-10 12:54:03.401000+00:00,2011-10-10 12:54:04.785000+00:00,10899,45000
173715,A_DECLINED,2011-10-10 12:54:04.785000+00:00,2011-10-13 11:05:24.620000+00:00,10138,45000
173715,O_DECLINED,2011-10-13 11:05:24.620000+00:00,2011-10-13 11:05:24.620000+00:00,10138,45000
173715,W_Validate_application,2011-10-13 11:05:24.620000+00:00,2011-10-13 11:05:28.082000+00:00,10138,45000
173715,END,2011-10-13 11:05:24.620000+00:00,2011-10-13 11:05:31.544000+00:00,SYSTEM,45000
173718,START,2011-10-01 10:37:39.363000+00:00,2011-10-01 10:37:39.362000+00:00,SYSTEM,15000
173718,A_SUBMITTED,2011-10-01 10:37:39.363000+00:00,2011-10-01 10:37:39.363000+00:00,112,15000
173718,A_PARTLYSUBMITTED,2011-10-01 10:37:39.363000+00:00,2011-10-01 10:37:39.657000+00:00,112,15000
173718,A_PREACCEPTED,2011-10-01 10:37:39.657000+00:00,2011-10-01 10:38:20.967000+00:00,112,15000
173718,A_ACCEPTED,2011-10-01 10:38:20.967000+00:00,2011-10-01 10:42:21.977000+00:00,10862,15000
173718,A_FINALIZED,2011-10-01 10:42:21.977000+00:00,2011-10-01 10:44:40.725000+00:00,10862,15000
173718,O_SELECTED,2011-10-01 10:44:40.725000+00:00,2011-10-01 10:44:40.725000+00:00,10862,15000
173718,O_CREATED,2011-10-01 10:44:40.725000+00:00,2011-10-01 10:44:42.707000+00:00,10862,15000
173718,O_SENT,2011-10-01 10:44:42.707000+00:00,2011-10-01 10:44:42.734000+00:00,10862,15000
173718,W_Complete_application,2011-10-01 10:44:42.734000+00:00,2011-10-01 10:44:43.954000+00:00,0,15000
173718,W_Call_back_offers,2011-10-01 10:44:43.954000+00:00,2011-10-01 10:44:58.974000+00:00,0,15000
173718,O_SELECTED,2011-10-01 10:44:58.974000+00:00,2011-10-01 10:46:52.915000+00:00,10862,15000
173718,O_CANCELLED,2011-10-01 10:46:52.915000+00:00,2011-10-01 10:46:52.915000+00:00,10862,15000
173718,O_CREATED,2011-10-01 10:46:52.915000+00:00,2011-10-01 10:46:54.210000+00:00,10862,15000
173718,O_SENT,2011-10-01 10:46:54.210000+00:00,2011-10-01 10:46:54.233000+00:00,10862,15000
173718,W_Call_back_offers,2011-10-01 10:46:54.233000+00:00,2011-10-01 10:46:56.631000+00:00,0,15000
173718,W_Call_back_offers,2011-10-01 10:46:56.631000+00:00,2011-10-01 10:50:20.533000+00:00,0,15000
173718,W_Call_back_offers,2011-10-01 10:50:20.533000+00:00,2011-10-01 10:50:34.704000+00:00,0,15000
173718,W_Call_back_offers,2011-10-01 10:50:34.704000+00:00,2011-10-08 16:31:37.972000+00:00,11002,15000
173718,O_SENT_BACK,2011-10-08 16:31:37.972000+00:00,2011-10-10 10:55:04.984000+00:00,11049,15000
173718,W_Call_back_offers,2011-10-10 10:55:04.984000+00:00,2011-10-10 10:55:07.452000+00:00,11049,15000
173718,W_Validate_application,2011-10-10 10:55:07.452000+00:00,2011-10-13 12:36:12.529000+00:00,10629,15000
173718,W_Call_back_incomplete_files,2011-10-13 12:36:12.529000+00:00,2011-10-13 13:05:42.290000+00:00,0,15000
173718,W_Call_back_incomplete_files,2011-10-13 13:05:42.290000+00:00,2011-10-13 13:53:16.314000+00:00,10629,15000
173718,W_Call_back_incomplete_files,2011-10-13 13:53:16.314000+00:00,2011-10-13 17:12:01.909000+00:00,11122,15000
173718,W_Call_back_incomplete_files,2011-10-13 17:12:01.909000+00:00,2011-10-13 17:14:13.926000+00:00,11122,15000
173718,W_Call_back_incomplete_files,2011-10-13 17:14:13.926000+00:00,2011-10-13 17:14:26.112000+00:00,11122,15000
173718,W_Call_back_incomplete_files,2011-10-13 17:14:26.112000+00:00,2011-10-15 15:17:31.488000+00:00,10913,15000
173718,W_Call_back_incomplete_files,2011-10-15 15:17:31.488000+00:00,2011-10-15 16:56:14.624000+00:00,10913,15000
173718,W_Call_back_incomplete_files,2011-10-15 16:56:14.624000+00:00,2011-10-17 13:32:51.911000+00:00,0,15000
173718,W_Call_back_incomplete_files,2011-10-17 13:32:51.911000+00:00,2011-10-17 14:28:36.881000+00:00,0,15000
173718,W_Call_back_incomplete_files,2011-10-17 14:28:36.881000+00:00,2011-10-18 16:46:24.246000+00:00,10889,15000
173718,W_Call_back_incomplete_files,2011-10-18 16:46:24.246000+00:00,2011-10-18 17:46:34.802000+00:00,11002,15000
173718,W_Validate_application,2011-10-18 17:46:34.802000+00:00,2011-10-19 08:53:21.372000+00:00,10972,15000
173718,W_Call_back_incomplete_files,2011-10-19 08:53:21.372000+00:00,2011-10-19 09:17:01.695000+00:00,0,15000
173718,W_Call_back_incomplete_files,2011-10-19 09:17:01.695000+00:00,2011-10-19 09:24:19.095000+00:00,0,15000
173718,W_Call_back_incomplete_files,2011-10-19 09:24:19.095000+00:00,2011-10-20 09:30:32.963000+00:00,11049,15000
173718,W_Call_back_incomplete_files,2011-10-20 09:30:32.963000+00:00,2011-10-24 15:24:55.532000+00:00,11121,15000
173718,W_Call_back_incomplete_files,2011-10-24 15:24:55.532000+00:00,2011-10-26 08:12:38.415000+00:00,0,15000
173718,O_ACCEPTED,2011-10-26 08:12:38.415000+00:00,2011-10-27 09:17:53.327000+00:00,10972,15000
173718,A_APPROVED,2011-10-27 09:17:53.327000+00:00,2011-10-27 09:17:53.327000+00:00,10972,15000
173718,A_REGISTERED,2011-10-27 09:17:53.327000+00:00,2011-10-27 09:17:53.328000+00:00,10972,15000
173718,A_ACTIVATED,2011-10-27 09:17:53.328000+00:00,2011-10-27 09:17:53.328000+00:00,10972,15000
173718,W_Validate_application,2011-10-27 09:17:53.328000+00:00,2011-10-27 09:18:01.790000+00:00,10972,15000
173718,END,2011-10-27 09:17:53.328000+00:00,2011-10-27 09:18:10.252000+00:00,SYSTEM,15000
173721,START,2011-10-01 11:07:34.279000+00:00,2011-10-01 11:07:34.278000+00:00,SYSTEM,9000
173721,A_SUBMITTED,2011-10-01 11:07:34.279000+00:00,2011-10-01 11:07:34.279000+00:00,112,9000
173721,A_PARTLYSUBMITTED,2011-10-01 11:07:34.279000+00:00,2011-10-01 11:07:34.928000+00:00,112,9000
173721,A_PREACCEPTED,2011-10-01 11:07:34.928000+00:00,2011-10-01 11:08:17.093000+00:00,112,9000
173721,A_ACCEPTED,2011-10-01 11:08:17.093000+00:00,2011-10-01 11:18:36.318000+00:00,10939,9000
173721,O_SELECTED,2011-10-01 11:18:36.318000+00:00,2011-10-01 11:20:47.605000+00:00,10939,9000
173721,A_FINALIZED,2011-10-01 11:20:47.605000+00:00,2011-10-01 11:20:47.605000+00:00,10939,9000
173721,O_CREATED,2011-10-01 11:20:47.605000+00:00,2011-10-01 11:20:49.026000+00:00,10939,9000
173721,O_SENT,2011-10-01 11:20:49.026000+00:00,2011-10-01 11:20:49.058000+00:00,10939,9000
173721,W_Complete_application,2011-10-01 11:20:49.058000+00:00,2011-10-01 11:20:50.335000+00:00,10939,9000
173721,W_Call_back_offers,2011-10-01 11:20:50.335000+00:00,2011-10-01 11:22:52.458000+00:00,10939,9000
173721,W_Call_back_offers,2011-10-01 11:22:52.458000+00:00,2011-10-01 11:32:54.371000+00:00,10939,9000
173721,W_Call_back_offers,2011-10-01 11:32:54.371000+00:00,2011-10-04 14:47:39.633000+00:00,0,9000
173721,O_SENT_BACK,2011-10-04 14:47:39.633000+00:00,2011-10-06 09:49:46.110000+00:00,11029,9000
173721,W_Call_back_offers,2011-10-06 09:49:46.110000+00:00,2011-10-06 09:49:47.774000+00:00,0,9000
173721,W_Validate_application,2011-10-06 09:49:47.774000+00:00,2011-10-10 10:06:09.471000+00:00,10609,9000
173721,W_Call_back_incomplete_files,2011-10-10 10:06:09.471000+00:00,2011-10-10 10:20:04.927000+00:00,10912,9000
173721,W_Call_back_incomplete_files,2011-10-10 10:20:04.927000+00:00,2011-10-10 11:42:32.977000+00:00,10912,9000
173721,W_Call_back_incomplete_files,2011-10-10 11:42:32.977000+00:00,2011-10-10 14:22:14.231000+00:00,0,9000
173721,O_DECLINED,2011-10-10 14:22:14.231000+00:00,2011-10-10 16:28:25.531000+00:00,11009,9000
173721,A_DECLINED,2011-10-10 16:28:25.531000+00:00,2011-10-10 16:28:25.531000+00:00,11009,9000
173721,W_Call_back_incomplete_files,2011-10-10 16:28:25.531000+00:00,2011-10-10 16:28:29.918000+00:00,11009,9000
173721,END,2011-10-10 16:28:25.531000+00:00,2011-10-10 16:28:34.305000+00:00,SYSTEM,9000
173730,START,2011-10-01 12:36:08.943000+00:00,2011-10-01 12:36:08.942000+00:00,SYSTEM,15000
173730,A_SUBMITTED,2011-10-01 12:36:08.943000+00:00,2011-10-01 12:36:08.943000+00:00,112,15000
173730,A_PARTLYSUBMITTED,2011-10-01 12:36:08.943000+00:00,2011-10-01 12:36:09.207000+00:00,112,15000
173730,A_PREACCEPTED,2011-10-01 12:36:09.207000+00:00,2011-10-01 12:36:59.265000+00:00,112,15000
173730,W_Complete_application,2011-10-01 12:36:59.265000+00:00,2011-10-01 13:55:31.990000+00:00,10912,15000
173730,W_Complete_application,2011-10-01 13:55:31.990000+00:00,2011-10-01 15:15:12.440000+00:00,11203,15000
173730,W_Complete_application,2011-10-01 15:15:12.440000+00:00,2011-10-01 15:31:19.388000+00:00,11203,15000
173730,A_ACCEPTED,2011-10-01 15:31:19.388000+00:00,2011-10-01 15:36:06.372000+00:00,11203,15000
173730,O_SELECTED,2011-10-01 15:36:06.372000+00:00,2011-10-01 15:40:08.254000+00:00,11203,15000
173730,A_FINALIZED,2011-10-01 15:40:08.254000+00:00,2011-10-01 15:40:08.255000+00:00,11203,15000
173730,O_CREATED,2011-10-01 15:40:08.255000+00:00,2011-10-01 15:40:09.986000+00:00,11203,15000
173730,O_SENT,2011-10-01 15:40:09.986000+00:00,2011-10-01 15:40:10.012000+00:00,11203,15000
173730,W_Complete_application,2011-10-01 15:40:10.012000+00:00,2011-10-01 15:40:12.281000+00:00,11203,15000
173730,W_Call_back_offers,2011-10-01 15:40:12.281000+00:00,2011-10-01 15:48:39.764000+00:00,11203,15000
173730,W_Call_back_offers,2011-10-01 15:48:39.764000+00:00,2011-10-08 16:20:20.579000+00:00,10913,15000
173730,W_Call_back_offers,2011-10-08 16:20:20.579000+00:00,2011-10-10 20:49:26.790000+00:00,0,15000
173730,W_Call_back_offers,2011-10-10 20:49:26.790000+00:00,2011-10-11 10:47:04.332000+00:00,0,15000
173730,W_Call_back_offers,2011-10-11 10:47:04.332000+00:00,2011-10-11 19:55:07.690000+00:00,10863,15000
173730,W_Call_back_offers,2011-10-11 19:55:07.690000+00:00,2011-10-12 15:37:20.679000+00:00,11180,15000
173730,W_Call_back_offers,2011-10-12 15:37:20.679000+00:00,2011-10-13 18:35:43.994000+00:00,11180,15000
173730,O_SENT_BACK,2011-10-13 18:35:43.994000+00:00,2011-10-14 10:21:08.195000+00:00,11029,15000
173730,W_Call_back_offers,2011-10-14 10:21:08.195000+00:00,2011-10-14 10:21:10.086000+00:00,0,15000
173730,W_Validate_application,2011-10-14 10:21:10.086000+00:00,2011-10-19 13:20:05.181000+00:00,10809,15000
173730,W_Call_back_incomplete_files,2011-10-19 13:20:05.181000+00:00,2011-10-19 13:32:57.273000+00:00,0,15000
173730,W_Call_back_incomplete_files,2011-10-19 13:32:57.273000+00:00,2011-10-19 13:36:44.465000+00:00,0,15000
173730,W_Call_back_incomplete_files,2011-10-19 13:36:44.465000+00:00,2011-10-19 19:11:47.711000+00:00,11122,15000
173730,W_Call_back_incomplete_files,2011-10-19 19:11:47.711000+00:00,2011-10-20 08:10:36.080000+00:00,0,15000
173730,W_Validate_application,2011-10-20 08:10:36.080000+00:00,2011-10-20 10:08:56.355000+00:00,10972,15000
173730,W_Call_back_incomplete_files,2011-10-20 10:08:56.355000+00:00,2011-10-20 10:27:48.591000+00:00,11169,15000
173730,W_Call_back_incomplete_files,2011-10-20 10:27:48.591000+00:00,2011-10-20 10:45:06.646000+00:00,0,15000
173730,W_Validate_application,2011-10-20 10:45:06.646000+00:00,2011-10-20 12:00:47.010000+00:00,10972,15000
173730,W_Call_back_incomplete_files,2011-10-20 12:00:47.010000+00:00,2011-10-20 12:32:33.048000+00:00,11169,15000
173730,W_Call_back_incomplete_files,2011-10-20 12:32:33.048000+00:00,2011-10-20 13:52:22.540000+00:00,10972,15000
173730,W_Call_back_incomplete_files,2011-10-20 13:52:22.540000+00:00,2011-10-20 16:25:42.079000+00:00,11049,15000
173730,W_Validate_application,2011-10-20 16:25:42.079000+00:00,2011-10-21 06:15:05.392000+00:00,10972,15000
173730,W_Validate_application,2011-10-21 06:15:05.392000+00:00,2011-10-21 09:05:10.854000+00:00,10809,15000
173730,O_ACCEPTED,2011-10-21 09:05:10.854000+00:00,2011-10-21 09:08:14.250000+00:00,10972,15000
173730,A_ACTIVATED,2011-10-21 09:08:14.250000+00:00,2011-10-21 09:08:14.251000+00:00,10972,15000
173730,A_REGISTERED,2011-10-21 09:08:14.251000+00:00,2011-10-21 09:08:14.251000+00:00,10972,15000
173730,A_APPROVED,2011-10-21 09:08:14.251000+00:00,2011-10-21 09:08:14.251000+00:00,10972,15000
173730,W_Validate_application,2011-10-21 09:08:14.251000+00:00,2011-10-21 09:08:21.511000+00:00,10972,15000
173730,END,2011-10-21 09:08:14.251000+00:00,2011-10-21 09:08:28.771000+00:00,SYSTEM,15000
173736,START,2011-10-01 13:01:58.813000+00:00,2011-10-01 13:01:58.812000+00:00,SYSTEM,15000
173736,A_SUBMITTED,2011-10-01 13:01:58.813000+00:00,2011-10-01 13:01:58.813000+00:00,112,15000
173736,A_PARTLYSUBMITTED,2011-10-01 13:01:58.813000+00:00,2011-10-01 13:01:59.052000+00:00,112,15000
173736,A_PREACCEPTED,2011-10-01 13:01:59.052000+00:00,2011-10-01 13:02:44.257000+00:00,112,15000
173736,W_Complete_application,2011-10-01 13:02:44.257000+00:00,2011-10-01 15:40:09.622000+00:00,11019,15000
173736,W_Complete_application,2011-10-01 15:40:09.622000+00:00,2011-10-01 15:55:45.029000+00:00,11203,15000
173736,A_ACCEPTED,2011-10-01 15:55:45.029000+00:00,2011-10-01 16:00:15.975000+00:00,11203,15000
173736,A_FINALIZED,2011-10-01 16:00:15.975000+00:00,2011-10-01 16:05:26.312000+00:00,11203,15000
173736,O_SELECTED,2011-10-01 16:05:26.312000+00:00,2011-10-01 16:05:26.312000+00:00,11203,15000
173736,O_CREATED,2011-10-01 16:05:26.312000+00:00,2011-10-01 16:05:27.699000+00:00,11203,15000
173736,O_SENT,2011-10-01 16:05:27.699000+00:00,2011-10-01 16:05:27.739000+00:00,11203,15000
173736,W_Complete_application,2011-10-01 16:05:27.739000+00:00,2011-10-01 16:05:28.909000+00:00,11203,15000
173736,O_SELECTED,2011-10-01 16:05:28.909000+00:00,2011-10-04 12:59:20.034000+00:00,10982,15000
173736,O_CANCELLED,2011-10-04 12:59:20.034000+00:00,2011-10-04 12:59:20.034000+00:00,10982,15000
173736,O_CREATED,2011-10-04 12:59:20.034000+00:00,2011-10-04 12:59:21.264000+00:00,10982,15000
173736,O_SENT,2011-10-04 12:59:21.264000+00:00,2011-10-04 12:59:21.304000+00:00,10982,15000
173736,W_Call_back_offers,2011-10-04 12:59:21.304000+00:00,2011-10-04 12:59:22.813000+00:00,10982,15000
173736,O_SENT_BACK,2011-10-04 12:59:22.813000+00:00,2011-10-10 13:33:58.634000+00:00,10899,15000
173736,W_Call_back_offers,2011-10-10 13:33:58.634000+00:00,2011-10-10 13:34:00.234000+00:00,10899,15000
173736,W_Validate_application,2011-10-10 13:34:00.234000+00:00,2011-10-13 10:49:09.254000+00:00,10138,15000
173736,W_Call_back_incomplete_files,2011-10-13 10:49:09.254000+00:00,2011-10-13 11:03:37.264000+00:00,0,15000
173736,W_Call_back_incomplete_files,2011-10-13 11:03:37.264000+00:00,2011-10-13 11:06:33.365000+00:00,0,15000
173736,W_Call_back_incomplete_files,2011-10-13 11:06:33.365000+00:00,2011-10-13 11:08:21.054000+00:00,0,15000
