case:concept:name,concept:name,start:timestamp,time:timestamp,org:resource,Action,EventOrigin,case:LoanGoal,case:ApplicationType,case:RequestedAmount
Application_1000334415,W_Validate application,2016-09-21 14:06:59.357000+00:00,2016-09-21 14:09:13.094000+00:00,User_119,Deleted,Workflow,"Other, see explanation",New credit,5000.0
Application_1000334415,A_Incomplete,2016-09-21 14:09:13.094000+00:00,2016-09-21 14:09:13.104000+00:00,User_119,statechange,Application,"Other, see explanation",New credit,5000.0
Application_1000334415,A_Validating,2016-09-21 14:09:13.104000+00:00,2016-09-22 08:14:44.169000+00:00,User_121,statechange,Application,"Other, see explanation",New credit,5000.0
Application_1000334415,A_Denied,2016-09-22 08:14:44.169000+00:00,2016-09-29 07:45:34.349000+00:00,User_68,statechange,Application,"Other, see explanation",New credit,5000.0
Application_1000334415,O_Refused,2016-09-29 07:45:34.349000+00:00,2016-09-29 07:45:34.380000+00:00,User_68,statechange,Offer,"Other, see explanation",New credit,5000.0
Application_1000334415,END,2016-09-29 07:45:34.349000+00:00,2016-09-29 07:45:34.380000+00:00,SYSTEM,statechange,Offer,"Other, see explanation",New credit,5000.0
Application_1000856802,START,2016-09-20 17:00:30.299000+00:00,2016-09-20 17:00:30.298000+00:00,SYSTEM,Created,Application,Car,Limit raise,18000.0
Application_1000856802,A_Create Application,2016-09-20 17:00:30.299000+00:00,2016-09-20 17:00:30.299000+00:00,User_40,Created,Application,Car,Limit raise,18000.0
Application_1000856802,A_Concept,2016-09-20 17:00:30.299000+00:00,2016-09-20 17:00:30.302000+00:00,User_40,statechange,Application,Car,Limit raise,18000.0
Application_1000856802,A_Accepted,2016-09-20 17:00:30.302000+00:00,2016-09-20 17:04:32.313000+00:00,User_40,statechange,Application,Car,Limit raise,18000.0
Application_1000856802,O_Create Offer,2016-09-20 17:04:32.313000+00:00,2016-09-20 17:04:59.089000+00:00,User_40,Created,Offer,Car,Limit raise,18000.0
Application_1000856802,O_Created,2016-09-20 17:04:59.089000+00:00,2016-09-20 17:04:59.751000+00:00,User_40,statechange,Offer,Car,Limit raise,18000.0
Application_1000856802,O_Sent (mail and online),2016-09-20 17:04:59.751000+00:00,2016-09-20 17:05:08.800000+00:00,User_40,statechange,Offer,Car,Limit raise,18000.0
Application_1000856802,A_Complete,2016-09-20 17:05:08.800000+00:00,2016-09-20 17:05:08.822000+00:00,User_40,statechange,Application,Car,Limit raise,18000.0
Application_1000856802,A_Validating,2016-09-20 17:05:08.822000+00:00,2016-10-06 08:21:55.287000+00:00,User_131,statechange,Application,Car,Limit raise,18000.0
Application_1000856802,O_Returned,2016-10-06 08:21:55.287000+00:00,2016-10-06 08:22:03.086000+00:00,User_131,statechange,Offer,Car,Limit raise,18000.0
Application_1000856802,O_Accepted,2016-10-06 08:22:03.086000+00:00,2016-10-08 07:02:06.648000+00:00,User_109,statechange,Offer,Car,Limit raise,18000.0
Application_1000856802,A_Pending,2016-10-08 07:02:06.648000+00:00,2016-10-08 07:02:06.652000+00:00,User_109,statechange,Application,Car,Limit raise,18000.0
Application_1000856802,END,2016-10-08 07:02:06.648000+00:00,2016-10-08 07:02:06.652000+00:00,SYSTEM,statechange,Application,Car,Limit raise,18000.0
Application_1000956993,START,2016-09-20 08:37:41.331000+00:00,2016-09-20 08:37:41.330000+00:00,SYSTEM,Created,Application,Car,New credit,11500.0
Application_1000956993,A_Create Application,2016-09-20 08:37:41.331000+00:00,2016-09-20 08:37:41.331000+00:00,User_1,Created,Application,Car,New credit,11500.0
Application_1000956993,A_Submitted,2016-09-20 08:37:41.331000+00:00,2016-09-20 08:37:41.387000+00:00,User_1,statechange,Application,Car,New credit,11500.0
Application_1000956993,A_Concept,2016-09-20 08:37:41.387000+00:00,2016-09-20 08:38:30.064000+00:00,User_1,statechange,Application,Car,New credit,11500.0
Application_1000956993,A_Accepted,2016-09-20 08:38:30.064000+00:00,2016-09-20 15:16:42.937000+00:00,User_56,statechange,Application,Car,New credit,11500.0
Application_1000956993,O_Create Offer,2016-09-20 15:16:42.937000+00:00,2016-09-20 15:21:21.438000+00:00,User_56,Created,Offer,Car,New credit,11500.0
Application_1000956993,O_Created,2016-09-20 15:21:21.438000+00:00,2016-09-20 15:21:22.031000+00:00,User_56,statechange,Offer,Car,New credit,11500.0
Application_1000956993,O_Sent (mail and online),2016-09-20 15:21:22.031000+00:00,2016-09-20 15:26:52.867000+00:00,User_56,statechange,Offer,Car,New credit,11500.0
Application_1000956993,W_Complete application,2016-09-20 15:26:52.867000+00:00,2016-09-20 15:26:52.879000+00:00,User_56,Deleted,Workflow,Car,New credit,11500.0
Application_1000956993,A_Complete,2016-09-20 15:26:52.879000+00:00,2016-09-20 15:26:52.889000+00:00,User_56,statechange,Application,Car,New credit,11500.0
Application_1000956993,A_Validating,2016-09-20 15:26:52.889000+00:00,2016-09-29 07:24:27.290000+00:00,User_126,statechange,Application,Car,New credit,11500.0
Application_1000956993,O_Returned,2016-09-29 07:24:27.290000+00:00,2016-09-29 07:25:45.120000+00:00,User_126,statechange,Offer,Car,New credit,11500.0
Application_1000956993,A_Incomplete,2016-09-29 07:25:45.120000+00:00,2016-10-03 10:28:40.065000+00:00,User_90,statechange,Application,Car,New credit,11500.0
Application_1000956993,A_Validating,2016-10-03 10:28:40.065000+00:00,2016-10-05 09:08:03.630000+00:00,User_112,statechange,Application,Car,New credit,11500.0
Application_1000956993,A_Incomplete,2016-10-05 09:08:03.630000+00:00,2016-10-05 11:33:04.062000+00:00,User_29,statechange,Application,Car,New credit,11500.0
Application_1000956993,O_Accepted,2016-10-05 11:33:04.062000+00:00,2016-10-24 06:05:15.850000+00:00,User_68,statechange,Offer,Car,New credit,11500.0
Application_1000956993,A_Pending,2016-10-24 06:05:15.850000+00:00,2016-10-24 06:05:15.853000+00:00,User_68,statechange,Application,Car,New credit,11500.0
Application_1000956993,END,2016-10-24 06:05:15.850000+00:00,2016-10-24 06:05:15.853000+00:00,SYSTEM,statechange,Application,Car,New credit,11500.0
Application_1001854554,START,2016-08-24 07:28:22.829000+00:00,2016-08-24 07:28:22.828000+00:00,SYSTEM,Created,Application,Car,New credit,27000.0
Application_1001854554,A_Create Application,2016-08-24 07:28:22.829000+00:00,2016-08-24 07:28:22.829000+00:00,User_1,Created,Application,Car,New credit,27000.0
Application_1001854554,A_Submitted,2016-08-24 07:28:22.829000+00:00,2016-08-24 07:28:22.867000+00:00,User_1,statechange,Application,Car,New credit,27000.0
Application_1001854554,A_Concept,2016-08-24 07:28:22.867000+00:00,2016-08-24 07:29:23.144000+00:00,User_1,statechange,Application,Car,New credit,27000.0
Application_1001854554,A_Accepted,2016-08-24 07:29:23.144000+00:00,2016-08-25 07:07:46.439000+00:00,User_37,statechange,Application,Car,New credit,27000.0
Application_1001854554,O_Create Offer,2016-08-25 07:07:46.439000+00:00,2016-08-25 07:08:59.348000+00:00,User_37,Created,Offer,Car,New credit,27000.0
Application_1001854554,O_Created,2016-08-25 07:08:59.348000+00:00,2016-08-25 07:08:59.875000+00:00,User_37,statechange,Offer,Car,New credit,27000.0
Application_1001854554,O_Sent (mail and online),2016-08-25 07:08:59.875000+00:00,2016-08-25 07:11:53.941000+00:00,User_37,statechange,Offer,Car,New credit,27000.0
Application_1001854554,A_Complete,2016-08-25 07:11:53.941000+00:00,2016-08-25 07:11:53.966000+00:00,User_37,statechange,Application,Car,New credit,27000.0
Application_1001854554,A_Cancelled,2016-08-25 07:11:53.966000+00:00,2016-09-25 06:00:19.852000+00:00,User_1,statechange,Application,Car,New credit,27000.0
Application_1001854554,O_Cancelled,2016-09-25 06:00:19.852000+00:00,2016-09-25 06:00:19.871000+00:00,User_1,statechange,Offer,Car,New credit,27000.0
Application_1001854554,END,2016-09-25 06:00:19.852000+00:00,2016-09-25 06:00:19.871000+00:00,SYSTEM,statechange,Offer,Car,New credit,27000.0
Application_1001858108,START,2016-08-15 08:13:41.345000+00:00,2016-08-15 08:13:41.344000+00:00,SYSTEM,Created,Application,Unknown,Limit raise,0.0
Application_1001858108,A_Create Application,2016-08-15 08:13:41.345000+00:00,2016-08-15 08:13:41.345000+00:00,User_33,Created,Application,Unknown,Limit raise,0.0
Application_1001858108,A_Concept,2016-08-15 08:13:41.345000+00:00,2016-08-15 08:13:41.438000+00:00,User_33,statechange,Application,Unknown,Limit raise,0.0
Application_1001858108,A_Accepted,2016-08-15 08:13:41.438000+00:00,2016-08-15 08:16:26.776000+00:00,User_33,statechange,Application,Unknown,Limit raise,0.0
Application_1001858108,O_Create Offer,2016-08-15 08:16:26.776000+00:00,2016-08-15 08:17:07.534000+00:00,User_33,Created,Offer,Unknown,Limit raise,0.0
Application_1001858108,O_Created,2016-08-15 08:17:07.534000+00:00,2016-08-15 08:17:08.354000+00:00,User_33,statechange,Offer,Unknown,Limit raise,0.0
Application_1001858108,O_Sent (mail and online),2016-08-15 08:17:08.354000+00:00,2016-08-15 08:17:58.805000+00:00,User_33,statechange,Offer,Unknown,Limit raise,0.0
Application_1001858108,W_Complete application,2016-08-15 08:17:58.805000+00:00,2016-08-15 08:17:58.818000+00:00,User_33,Deleted,Workflow,Unknown,Limit raise,0.0
Application_1001858108,A_Complete,2016-08-15 08:17:58.818000+00:00,2016-08-15 08:17:58.828000+00:00,User_33,statechange,Application,Unknown,Limit raise,0.0
Application_1001858108,A_Validating,2016-08-15 08:17:58.828000+00:00,2016-08-22 08:07:43.897000+00:00,User_121,statechange,Application,Unknown,Limit raise,0.0
Application_1001858108,O_Returned,2016-08-22 08:07:43.897000+00:00,2016-08-22 08:07:46.979000+00:00,User_121,statechange,Offer,Unknown,Limit raise,0.0
Application_1001858108,W_Validate application,2016-08-22 08:07:46.979000+00:00,2016-08-22 08:14:16.789000+00:00,User_121,Deleted,Workflow,Unknown,Limit raise,0.0
Application_1001858108,A_Incomplete,2016-08-22 08:14:16.789000+00:00,2016-08-22 08:14:16.798000+00:00,User_121,statechange,Application,Unknown,Limit raise,0.0
Application_1001858108,A_Validating,2016-08-22 08:14:16.798000+00:00,2016-08-23 08:28:51.618000+00:00,User_27,statechange,Application,Unknown,Limit raise,0.0
Application_1001858108,A_Incomplete,2016-08-23 08:28:51.618000+00:00,2016-08-23 13:41:32.465000+00:00,User_29,statechange,Application,Unknown,Limit raise,0.0
Application_1001858108,A_Validating,2016-08-23 13:41:32.465000+00:00,2016-08-24 13:29:39.372000+00:00,User_122,statechange,Application,Unknown,Limit raise,0.0
Application_1001858108,O_Accepted,2016-08-24 13:29:39.372000+00:00,2016-08-24 14:50:42.308000+00:00,User_29,statechange,Offer,Unknown,Limit raise,0.0
Application_1001858108,A_Pending,2016-08-24 14:50:42.308000+00:00,2016-08-24 14:50:42.311000+00:00,User_29,statechange,Application,Unknown,Limit raise,0.0
Application_1001858108,END,2016-08-24 14:50:42.308000+00:00,2016-08-24 14:50:42.311000+00:00,SYSTEM,statechange,Application,Unknown,Limit raise,0.0
Application_1001866944,START,2016-08-17 11:07:35.380000+00:00,2016-08-17 11:07:35.379000+00:00,SYSTEM,Created,Application,Car,New credit,10000.0
Application_1001866944,A_Create Application,2016-08-17 11:07:35.380000+00:00,2016-08-17 11:07:35.380000+00:00,User_1,Created,Application,Car,New credit,10000.0
Application_1001866944,A_Submitted,2016-08-17 11:07:35.380000+00:00,2016-08-17 11:07:35.424000+00:00,User_1,statechange,Application,Car,New credit,10000.0
Application_1001866944,A_Concept,2016-08-17 11:07:35.424000+00:00,2016-08-17 11:08:45.242000+00:00,User_1,statechange,Application,Car,New credit,10000.0
Application_1001866944,A_Accepted,2016-08-17 11:08:45.242000+00:00,2016-08-18 17:28:32.915000+00:00,User_10,statechange,Application,Car,New credit,10000.0
Application_1001866944,O_Create Offer,2016-08-18 17:28:32.915000+00:00,2016-08-18 17:30:42.910000+00:00,User_10,Created,Offer,Car,New credit,10000.0
Application_1001866944,O_Created,2016-08-18 17:30:42.910000+00:00,2016-08-18 17:30:43.524000+00:00,User_10,statechange,Offer,Car,New credit,10000.0
Application_1001866944,O_Sent (mail and online),2016-08-18 17:30:43.524000+00:00,2016-08-18 17:30:57.842000+00:00,User_10,statechange,Offer,Car,New credit,10000.0
Application_1001866944,A_Complete,2016-08-18 17:30:57.842000+00:00,2016-08-18 17:30:57.869000+00:00,User_10,statechange,Application,Car,New credit,10000.0
Application_1001866944,A_Validating,2016-08-18 17:30:57.869000+00:00,2016-08-24 11:19:08.345000+00:00,User_122,statechange,Application,Car,New credit,10000.0
Application_1001866944,O_Returned,2016-08-24 11:19:08.345000+00:00,2016-08-24 11:19:14.350000+00:00,User_122,statechange,Offer,Car,New credit,10000.0
Application_1001866944,A_Incomplete,2016-08-24 11:19:14.350000+00:00,2016-09-01 07:53:53.881000+00:00,User_87,statechange,Application,Car,New credit,10000.0
Application_1001866944,A_Validating,2016-09-01 07:53:53.881000+00:00,2016-09-02 07:04:59.807000+00:00,User_120,statechange,Application,Car,New credit,10000.0
Application_1001866944,A_Incomplete,2016-09-02 07:04:59.807000+00:00,2016-09-02 08:47:21.913000+00:00,User_87,statechange,Application,Car,New credit,10000.0
Application_1001866944,O_Accepted,2016-09-02 08:47:21.913000+00:00,2016-09-22 06:46:08.337000+00:00,User_112,statechange,Offer,Car,New credit,10000.0
Application_1001866944,A_Pending,2016-09-22 06:46:08.337000+00:00,2016-09-22 06:46:08.340000+00:00,User_112,statechange,Application,Car,New credit,10000.0
Application_1001866944,END,2016-09-22 06:46:08.337000+00:00,2016-09-22 06:46:08.340000+00:00,SYSTEM,statechange,Application,Car,New credit,10000.0
Application_1002129113,START,2016-09-09 18:35:15.785000+00:00,2016-09-09 18:35:15.784000+00:00,SYSTEM,Created,Application,Home improvement,New credit,30000.0
Application_1002129113,A_Create Application,2016-09-09 18:35:15.785000+00:00,2016-09-09 18:35:15.785000+00:00,User_1,Created,Application,Home improvement,New credit,30000.0
Application_1002129113,A_Submitted,2016-09-09 18:35:15.785000+00:00,2016-09-09 18:35:15.825000+00:00,User_1,statechange,Application,Home improvement,New credit,30000.0
Application_1002129113,A_Concept,2016-09-09 18:35:15.825000+00:00,2016-09-09 18:37:11.658000+00:00,User_1,statechange,Application,Home improvement,New credit,30000.0
Application_1002129113,A_Accepted,2016-09-09 18:37:11.658000+00:00,2016-09-10 10:22:19.938000+00:00,User_49,statechange,Application,Home improvement,New credit,30000.0
Application_1002129113,O_Create Offer,2016-09-10 10:22:19.938000+00:00,2016-09-10 10:23:18.585000+00:00,User_49,Created,Offer,Home improvement,New credit,30000.0
Application_1002129113,O_Created,2016-09-10 10:23:18.585000+00:00,2016-09-10 10:23:19.196000+00:00,User_49,statechange,Offer,Home improvement,New credit,30000.0
Application_1002129113,O_Sent (mail and online),2016-09-10 10:23:19.196000+00:00,2016-09-10 10:23:31.073000+00:00,User_49,statechange,Offer,Home improvement,New credit,30000.0
Application_1002129113,W_Complete application,2016-09-10 10:23:31.073000+00:00,2016-09-10 10:23:31.084000+00:00,User_49,Deleted,Workflow,Home improvement,New credit,30000.0
Application_1002129113,A_Complete,2016-09-10 10:23:31.084000+00:00,2016-09-10 10:23:31.093000+00:00,User_49,statechange,Application,Home improvement,New credit,30000.0
Application_1002129113,A_Validating,2016-09-10 10:23:31.093000+00:00,2016-09-26 07:05:21.480000+00:00,User_130,statechange,Application,Home improvement,New credit,30000.0
Application_1002129113,O_Returned,2016-09-26 07:05:21.480000+00:00,2016-09-26 07:05:40.114000+00:00,User_130,statechange,Offer,Home improvement,New credit,30000.0
Application_1002129113,W_Validate application,2016-09-26 07:05:40.114000+00:00,2016-09-30 13:27:47.701000+00:00,User_93,Deleted,Workflow,Home improvement,New credit,30000.0
Application_1002129113,A_Incomplete,2016-09-30 13:27:47.701000+00:00,2016-09-30 13:27:47.716000+00:00,User_93,statechange,Application,Home improvement,New credit,30000.0
Application_1002129113,A_Validating,2016-09-30 13:27:47.716000+00:00,2016-10-01 13:15:03.342000+00:00,User_120,statechange,Application,Home improvement,New credit,30000.0
Application_1002129113,A_Incomplete,2016-10-01 13:15:03.342000+00:00,2016-10-03 07:50:25.212000+00:00,User_90,statechange,Application,Home improvement,New credit,30000.0
Application_1002129113,O_Accepted,2016-10-03 07:50:25.212000+00:00,2016-10-24 06:47:33.729000+00:00,User_109,statechange,Offer,Home improvement,New credit,30000.0
Application_1002129113,A_Pending,2016-10-24 06:47:33.729000+00:00,2016-10-24 06:47:33.734000+00:00,User_109,statechange,Application,Home improvement,New credit,30000.0
Application_1002129113,END,2016-10-24 06:47:33.729000+00:00,2016-10-24 06:47:33.734000+00:00,SYSTEM,statechange,Application,Home improvement,New credit,30000.0
Application_100239804,START,2016-08-18 10:54:23.870000+00:00,2016-08-18 10:54:23.869000+00:00,SYSTEM,Created,Application,Caravan / Camper,New credit,7500.0
Application_100239804,A_Create Application,2016-08-18 10:54:23.870000+00:00,2016-08-18 10:54:23.870000+00:00,User_1,Created,Application,Caravan / Camper,New credit,7500.0
Application_100239804,A_Submitted,2016-08-18 10:54:23.870000+00:00,2016-08-18 10:54:23.924000+00:00,User_1,statechange,Application,Caravan / Camper,New credit,7500.0
Application_100239804,A_Concept,2016-08-18 10:54:23.924000+00:00,2016-08-18 10:55:44.495000+00:00,User_1,statechange,Application,Caravan / Camper,New credit,7500.0
Application_100239804,A_Accepted,2016-08-18 10:55:44.495000+00:00,2016-08-22 08:26:25.764000+00:00,User_19,statechange,Application,Caravan / Camper,New credit,7500.0
Application_100239804,O_Create Offer,2016-08-22 08:26:25.764000+00:00,2016-08-22 08:32:54.615000+00:00,User_19,Created,Offer,Caravan / Camper,New credit,7500.0
Application_100239804,O_Created,2016-08-22 08:32:54.615000+00:00,2016-08-22 08:32:55.129000+00:00,User_19,statechange,Offer,Caravan / Camper,New credit,7500.0
Application_100239804,O_Sent (mail and online),2016-08-22 08:32:55.129000+00:00,2016-08-22 08:33:49.094000+00:00,User_19,statechange,Offer,Caravan / Camper,New credit,7500.0
Application_100239804,A_Complete,2016-08-22 08:33:49.094000+00:00,2016-08-22 08:33:49.147000+00:00,User_19,statechange,Application,Caravan / Camper,New credit,7500.0
Application_100239804,A_Validating,2016-08-22 08:33:49.147000+00:00,2016-08-25 08:34:33.267000+00:00,User_120,statechange,Application,Caravan / Camper,New credit,7500.0
Application_100239804,O_Returned,2016-08-25 08:34:33.267000+00:00,2016-08-25 08:35:59.367000+00:00,User_120,statechange,Offer,Caravan / Camper,New credit,7500.0
Application_100239804,W_Validate application,2016-08-25 08:35:59.367000+00:00,2016-08-25 08:41:12.131000+00:00,User_120,Deleted,Workflow,Caravan / Camper,New credit,7500.0
Application_100239804,A_Incomplete,2016-08-25 08:41:12.131000+00:00,2016-08-25 08:41:12.159000+00:00,User_120,statechange,Application,Caravan / Camper,New credit,7500.0
Application_100239804,A_Validating,2016-08-25 08:41:12.159000+00:00,2016-08-26 08:38:53.900000+00:00,User_100,statechange,Application,Caravan / Camper,New credit,7500.0
Application_100239804,O_Accepted,2016-08-26 08:38:53.900000+00:00,2016-08-26 12:25:18.174000+00:00,User_109,statechange,Offer,Caravan / Camper,New credit,7500.0
Application_100239804,A_Pending,2016-08-26 12:25:18.174000+00:00,2016-08-26 12:25:18.178000+00:00,User_109,statechange,Application,Caravan / Camper,New credit,7500.0
Application_100239804,END,2016-08-26 12:25:18.174000+00:00,2016-08-26 12:25:18.178000+00:00,SYSTEM,statechange,Application,Caravan / Camper,New credit,7500.0
Application_1002626536,START,2016-08-11 19:19:33.682000+00:00,2016-08-11 19:19:33.681000+00:00,SYSTEM,Created,Application,Existing loan takeover,New credit,17500.0
Application_1002626536,A_Create Application,2016-08-11 19:19:33.682000+00:00,2016-08-11 19:19:33.682000+00:00,User_1,Created,Application,Existing loan takeover,New credit,17500.0
Application_1002626536,A_Submitted,2016-08-11 19:19:33.682000+00:00,2016-08-11 19:19:33.727000+00:00,User_1,statechange,Application,Existing loan takeover,New credit,17500.0
Application_1002626536,A_Concept,2016-08-11 19:19:33.727000+00:00,2016-08-11 19:20:05.737000+00:00,User_1,statechange,Application,Existing loan takeover,New credit,17500.0
Application_1002626536,A_Accepted,2016-08-11 19:20:05.737000+00:00,2016-08-13 09:52:53.074000+00:00,User_35,statechange,Application,Existing loan takeover,New credit,17500.0
Application_1002626536,O_Create Offer,2016-08-13 09:52:53.074000+00:00,2016-08-13 09:57:02.505000+00:00,User_35,Created,Offer,Existing loan takeover,New credit,17500.0
Application_1002626536,O_Created,2016-08-13 09:57:02.505000+00:00,2016-08-13 09:57:03.199000+00:00,User_35,statechange,Offer,Existing loan takeover,New credit,17500.0
Application_1002626536,O_Sent (mail and online),2016-08-13 09:57:03.199000+00:00,2016-08-13 09:57:18.442000+00:00,User_35,statechange,Offer,Existing loan takeover,New credit,17500.0
Application_1002626536,W_Complete application,2016-08-13 09:57:18.442000+00:00,2016-08-13 09:57:18.460000+00:00,User_35,Deleted,Workflow,Existing loan takeover,New credit,17500.0
Application_1002626536,A_Complete,2016-08-13 09:57:18.460000+00:00,2016-08-13 09:57:18.474000+00:00,User_35,statechange,Application,Existing loan takeover,New credit,17500.0
Application_1002626536,A_Validating,2016-08-13 09:57:18.474000+00:00,2016-08-19 07:42:19.383000+00:00,User_126,statechange,Application,Existing loan takeover,New credit,17500.0
Application_1002626536,O_Returned,2016-08-19 07:42:19.383000+00:00,2016-08-19 07:44:14.613000+00:00,User_126,statechange,Offer,Existing loan takeover,New credit,17500.0
Application_1002626536,A_Incomplete,2016-08-19 07:44:14.613000+00:00,2016-08-19 14:02:09.352000+00:00,User_107,statechange,Application,Existing loan takeover,New credit,17500.0
Application_1002626536,O_Create Offer,2016-08-19 14:02:09.352000+00:00,2016-08-22 13:23:19.530000+00:00,User_10,Created,Offer,Existing loan takeover,New credit,17500.0
Application_1002626536,O_Created,2016-08-22 13:23:19.530000+00:00,2016-08-22 13:23:20.288000+00:00,User_10,statechange,Offer,Existing loan takeover,New credit,17500.0
Application_1002626536,O_Sent (online only),2016-08-22 13:23:20.288000+00:00,2016-08-22 13:23:28.457000+00:00,User_10,statechange,Offer,Existing loan takeover,New credit,17500.0
Application_1002626536,A_Validating,2016-08-22 13:23:28.457000+00:00,2016-08-29 08:17:56.910000+00:00,User_27,statechange,Application,Existing loan takeover,New credit,17500.0
Application_1002626536,O_Accepted,2016-08-29 08:17:56.910000+00:00,2016-08-29 10:04:45.143000+00:00,User_100,statechange,Offer,Existing loan takeover,New credit,17500.0
Application_1002626536,A_Pending,2016-08-29 10:04:45.143000+00:00,2016-08-29 10:04:45.146000+00:00,User_100,statechange,Application,Existing loan takeover,New credit,17500.0
Application_1002626536,O_Cancelled,2016-08-29 10:04:45.146000+00:00,2016-08-29 10:04:45.158000+00:00,User_100,statechange,Offer,Existing loan takeover,New credit,17500.0
Application_1002626536,END,2016-08-29 10:04:45.146000+00:00,2016-08-29 10:04:45.158000+00:00,SYSTEM,statechange,Offer,Existing loan takeover,New credit,17500.0
Application_1002747267,START,2016-10-10 08:27:48.557000+00:00,2016-10-10 08:27:48.556000+00:00,SYSTEM,Created,Application,Home improvement,New credit,15000.0
Application_1002747267,A_Create Application,2016-10-10 08:27:48.557000+00:00,2016-10-10 08:27:48.557000+00:00,User_1,Created,Application,Home improvement,New credit,15000.0
Application_1002747267,A_Submitted,2016-10-10 08:27:48.557000+00:00,2016-10-10 08:27:49.319000+00:00,User_1,statechange,Application,Home improvement,New credit,15000.0
Application_1002747267,A_Concept,2016-10-10 08:27:49.319000+00:00,2016-10-10 08:28:28.712000+00:00,User_1,statechange,Application,Home improvement,New credit,15000.0
